,text,class,class_label,tokens
555," numerical comparison between exact and approximate theories of hypersonic inviscid flow past slender blunt nosed bodies .   this paper presents numerical results of exact calculations of the inviscid equilibrium flow about a long hemisphere-cylinder in motion at hypersonic velocity .  a comparison is made with blast wave as well as free layer theories of hypersonic flow .  as a result of the comparison, it is concluded that the second-order blast wave theory can be used for the purpose of finding the shock shape and the body pressure distribution .  however, this procedure is definitely empirical and cannot be justified on rational or theoretical grounds . we show that the presently calculated radial distribution of energy is radically different than that given by blast wave theory .  if body shapes other than those considered here are of interest, the only reliable approach at the present time is to carry out numerical calculations .  it was found that for certain flight velocities the pressure on the body does not decay to free stream pressure monotonically but overexpands . ",0,cran,"['numerical', 'comparison', 'exact', 'approximate', 'theories', 'hypersonic', 'inviscid', 'flow', 'slender', 'blunt', 'nosed', 'bodies', 'paper', 'presents', 'numerical', 'results', 'exact', 'calculations', 'inviscid', 'equilibrium', 'flow', 'long', 'hemisphere', 'cylinder', 'motion', 'hypersonic', 'velocity', 'comparison', 'made', 'blast', 'wave', 'well', 'free', 'layer', 'theories', 'hypersonic', 'flow', 'result', 'comparison', 'concluded', 'second', 'order', 'blast', 'wave', 'theory', 'used', 'purpose', 'finding', 'shock', 'shape', 'body', 'pressure', 'distribution', 'however', 'procedure', 'definitely', 'empirical', 'not', 'justified', 'rational', 'theoretical', 'grounds', 'show', 'presently', 'calculated', 'radial', 'distribution', 'energy', 'radically', 'different', 'given', 'blast', 'wave', 'theory', 'body', 'shapes', 'other', 'considered', 'interest', 'only', 'reliable', 'approach', 'present', 'time', 'carry', 'out', 'numerical', 'calculations', 'found', 'certain', 'flight', 'velocities', 'pressure', 'body', 'does', 'not', 'decay', 'free', 'stream', 'pressure', 'monotonicaly', 'overexpands']"
556," a numerical comparison between exact and approximate theories of hypersonic inviscid flow past slender blunt nosed bodies .   this note refers to paper of same title by feldman in ars j. 30, validity of blast wave theory cannot be justified on rational or theoretical grounds because of different values of energy in cross flow field as calculated by this theory and by method of characteristics .  present note questions this conclusion, shows reasonably good agreement when energy is calculated for points where shock location, streamline pattern, and velocity, temperature, and pressure profiles are adequately defined, and still better agreement when energy is calculated from flow quantities provided by- characteristics method .  results are checked using data from independent source .  conclusion is reached that blast wave theory is still valid . ",0,cran,"['numerical', 'comparison', 'exact', 'approximate', 'theories', 'hypersonic', 'inviscid', 'flow', 'slender', 'blunt', 'nosed', 'bodies', 'note', 'refers', 'paper', 'same', 'title', 'feldman', 'ars', 'j.', 'validity', 'blast', 'wave', 'theory', 'not', 'justified', 'rational', 'theoretical', 'grounds', 'different', 'values', 'energy', 'cross', 'flow', 'field', 'calculated', 'theory', 'method', 'characteristics', 'present', 'note', 'questions', 'conclusion', 'shows', 'reasonably', 'good', 'agreement', 'energy', 'calculated', 'points', 'shock', 'location', 'streamline', 'pattern', 'velocity', 'temperature', 'pressure', 'profiles', 'adequately', 'defined', 'still', 'better', 'agreement', 'energy', 'calculated', 'flow', 'quantities', 'provided', 'by-', 'characteristics', 'method', 'results', 'checked', 'using', 'data', 'independent', 'source', 'conclusion', 'reached', 'blast', 'wave', 'theory', 'still', 'valid']"
557," experimental measurements of turbulent transition motion, statistics and gross radial growth behind hypervelocity object.   the laminar-turbulent transition behind 0.500-in.-diameter spheres at 8500 ft sec and behind measured as a function of pressure .  schlieren motion-picture techniques were used to analyze the turbulent motion and the results are described . autocorrelation functions of the density fluctuations of the turbulence have been measured .  from these values has been calculated and the results are given for several positions in the turbulent trail at 30 mm hg downstream air pressure .  in addition the authors' previous measurements of the gross radial growth of the turbulent wake have been extended to pressures of 10 mm hg for the case of 0.500-in.-diameter spheres and to the trail behind ",0,cran,"['experimental', 'measurements', 'turbulent', 'transition', 'motion', 'statistics', 'gross', 'radial', 'growth', 'hypervelocity', 'object', 'laminar', 'turbulent', 'transition', '.-in.-diameter', 'spheres', 'ft', 'second', 'behind', 'measured', 'function', 'pressure', 'schlieren', 'motion', 'picture', 'techniques', 'used', 'analyze', 'turbulent', 'motion', 'results', 'described', 'autocorelation', 'functions', 'density', 'fluctuations', 'turbulence', 'measured', 'values', 'calculated', 'results', 'given', 'several', 'positions', 'turbulent', 'trail', 'mm', 'hg', 'downstream', 'air', 'pressure', 'addition', 'authors', 'previous', 'measurements', 'gross', 'radial', 'growth', 'turbulent', 'wake', 'extended', 'pressures', 'mm', 'hg', 'case', '.-in.-diameter', 'spheres', 'trail']"
558," heat transfer at the forward stagnation point of blunt bodies .   relations are presented for the calculation of heat transfer at the forward stagnation point of both two-dimensional and axially symmetric blunt bodies .  the relations for the heat transfer, which were obtained from exact solutions to the equations of the laminar boundary layer, are presented in terms of the local velocity gradient at the stagnation point .  these exact solutions include effects of variation of fluid properties, prandtl number, and transpiration cooling . examples illustrating the calculation procedure are also included . ",0,cran,"['heat', 'transfer', 'forward', 'stagnation', 'point', 'blunt', 'bodies', 'relations', 'presented', 'calculation', 'heat', 'transfer', 'forward', 'stagnation', 'point', 'two', 'dimensional', 'axially', 'symmetric', 'blunt', 'bodies', 'relations', 'heat', 'transfer', 'obtained', 'exact', 'solutions', 'equations', 'laminar', 'boundary', 'layer', 'presented', 'terms', 'local', 'velocity', 'gradient', 'stagnation', 'point', 'exact', 'solutions', 'include', 'effects', 'variation', 'fluid', 'properties', 'prandtl', 'number', 'transpiration', 'cooling', 'examples', 'illustrating', 'calculation', 'procedure', 'also', 'included']"
559," a theoretical study of the effect of upstream transpiration-cooling on the heat transfer and skin friction characteristics of a compressible laminar boundary layer .   an analysis is presented which predicts the skin-friction and heat-transfer characteristics of a compressible, laminar boundary layer on a solid flat plate preceded by a porous section that is transpiration cooled . the analysis is restricted to a prandtl number of unity and linear variation of viscosity with temperature .   the local skin friction has been found to have a low value in the region of transpiration cooling and then to increase until it approaches the value for a completely nonporous surface asymptotically .  the initial increase in local skin friction is rapid as half of the ultimate increase occurs in a distance beyond the porous region that is about 20 percent of the length of the porous region for all rates of injection .  when the total coolant flow rate is kept constant and the porous length is varied, it is found that the average skin friction on a partially porous plate is slightly lower than that on a fully porous plate .   the local heat transfer behaves in a manner similar to that of the local skin friction .  it is found, in an example, that the temperature at the end of a partially porous plate could be maintained at about the same temperature as a fully porous plate by doubling the total rate of coolant flow . ",0,cran,"['theoretical', 'study', 'effect', 'upstream', 'transpiration', 'cooling', 'heat', 'transfer', 'skin', 'friction', 'characteristics', 'compressible', 'laminar', 'boundary', 'layer', 'analysis', 'presented', 'predicts', 'skin', 'friction', 'heat', 'transfer', 'characteristics', 'compressible', 'laminar', 'boundary', 'layer', 'solid', 'flat', 'plate', 'preceded', 'porous', 'section', 'transpiration', 'cooled', 'analysis', 'restricted', 'prandtl', 'number', 'unity', 'linear', 'variation', 'viscosity', 'temperature', 'local', 'skin', 'friction', 'found', 'low', 'value', 'region', 'transpiration', 'cooling', 'increase', 'approaches', 'value', 'completely', 'nonporous', 'surface', 'asymptotically', 'initial', 'increase', 'local', 'skin', 'friction', 'rapid', 'half', 'ultimate', 'increase', 'occurs', 'distance', 'porous', 'region', 'percent', 'length', 'porous', 'region', 'rates', 'injection', 'total', 'coolant', 'flow', 'rate', 'kept', 'constant', 'porous', 'length', 'varied', 'found', 'average', 'skin', 'friction', 'partially', 'porous', 'plate', 'slightly', 'lower', 'fully', 'porous', 'plate', 'local', 'heat', 'transfer', 'behaves', 'manner', 'similar', 'local', 'skin', 'friction', 'found', 'example', 'temperature', 'end', 'partially', 'porous', 'plate', 'maintained', 'same', 'temperature', 'fully', 'porous', 'plate', 'doubling', 'total', 'rate', 'coolant', 'flow']"
560," a geometric problem related to the optimum distribution of lift on a planar wing in supersonic flow .   the problem studied may be regarded as a problem of geometry .  its simplest form (loosely stated) is then as follows ..  a mountain rises up from the x-y plane .  determine the exact shape of the mountain knowing only the cross-sectional area of every possible cut which can be made through the mountain with a vertical plane .  in a more complicated version of the problem, the given information might be restricted to the cross-sectional area of every cut which can be made by a vertical plane inclined less than 45 to the y-axis .   this latter case has direct applications to certain minimum drag problems in supersonic flow .  the shape of the mountain corresponds to the (unknown) shape of the optimum lift distribution on a planar wing .  the cross-sectional area of a cut is the integrated value of the lift along a straight line crossing the wing plan form .  for a restricted range of line inclinations, these optimum integrated lift values can sometimes be determined directly .  here it is assumed that they are given .   the problem in its simplest form was originally solved by radon, who found solutions for a large class of such problems . the derivation presented here may perhaps be more readily understood . ",0,cran,"['geometric', 'problem', 'related', 'optimum', 'distribution', 'lift', 'planar', 'wing', 'supersonic', 'flow', 'problem', 'studied', 'regarded', 'problem', 'geometry', 'simplest', 'form', 'loosely', 'stated', 'follows', 'mountain', 'rises', 'up', 'kiss', 'plane', 'determine', 'exact', 'shape', 'mountain', 'knowing', 'only', 'cross', 'sectional', 'area', 'possible', 'cut', 'made', 'mountain', 'vertical', 'plane', 'more', 'complicated', 'version', 'problem', 'given', 'information', 'restricted', 'cross', 'sectional', 'area', 'cut', 'made', 'vertical', 'plane', 'inclined', 'less', 'axis', 'latter', 'case', 'direct', 'applications', 'certain', 'minimum', 'drag', 'problems', 'supersonic', 'flow', 'shape', 'mountain', 'corresponds', 'unknown', 'shape', 'optimum', 'lift', 'distribution', 'planar', 'wing', 'cross', 'sectional', 'area', 'cut', 'integrated', 'value', 'lift', 'straight', 'line', 'crossing', 'wing', 'plan', 'form', 'restricted', 'range', 'line', 'inclinations', 'optimum', 'integrated', 'lift', 'values', 'sometimes', 'determined', 'directly', 'assumed', 'given', 'problem', 'simplest', 'form', 'originally', 'solved', 'radon', 'found', 'solutions', 'large', 'class', 'such', 'problems', 'derivation', 'presented', 'perhaps', 'more', 'readily', 'understood']"
561," concerning the effect of compressibility on laminar boundary layers and their separation .   the theory of compressible flow in a laminar boundary layer has been developed for the case when the viscosity is assumed to be proportional to the absolute temperature and the prandtl number is unity .  (these assumptions may be compared with the empirical relations suggested by cope .) it is shown that a transformation of the ordinate normal to the layer can lead to a simplified form of equation of motion very similar to the ordinary incompressible equation but modified by a multiplicative factor g in the pressure term .  this factor is greater than unity at the boundary and tends to one at the outside of the layer .   several particular solutions are considered including accelerated flow with a linearly increasing velocity and retarded flow along a flat plate with a linearly decreasing velocity .   the general implications of the theory are discussed and qualitative conclusions are drawn when the mainstream velocity starts from a stagnation point, rises to a maximum and subsequently falls .  it is concluded that for such a velocity distribution increasing compressibility will reduce the skin friction, increase the boundary layer thickness and cause earlier separation as compared with the incompressible flow with the same mainstream velocity distribution and the kinematic viscosity corresponding to conditions at the stagnation point . ",0,cran,"['concerning', 'effect', 'compressibility', 'laminar', 'boundary', 'layers', 'separation', 'theory', 'compressible', 'flow', 'laminar', 'boundary', 'layer', 'developed', 'case', 'viscosity', 'assumed', 'proportional', 'absolute', 'temperature', 'prandtl', 'number', 'unity', 'assumptions', 'compared', 'empirical', 'relations', 'suggested', 'cope', 'shown', 'transformation', 'ordinate', 'normal', 'layer', 'lead', 'simplified', 'form', 'equation', 'motion', 'very', 'similar', 'ordinary', 'incompressible', 'equation', 'modified', 'multiplicative', 'factor', 'grinâ', 'pressure', 'term', 'factor', 'greater', 'unity', 'boundary', 'tends', 'one', 'outside', 'layer', 'several', 'particular', 'solutions', 'considered', 'including', 'accelerated', 'flow', 'linearly', 'increasing', 'velocity', 'retarded', 'flow', 'flat', 'plate', 'linearly', 'decreasing', 'velocity', 'general', 'implications', 'theory', 'discussed', 'qualitative', 'conclusions', 'drawn', 'mainstream', 'velocity', 'starts', 'stagnation', 'point', 'rises', 'maximum', 'subsequently', 'falls', 'concluded', 'such', 'velocity', 'distribution', 'increasing', 'compressibility', 'reduce', 'skin', 'friction', 'increase', 'boundary', 'layer', 'thickness', 'cause', 'earlier', 'separation', 'compared', 'incompressible', 'flow', 'same', 'mainstream', 'velocity', 'distribution', 'kinematic', 'viscosity', 'corresponding', 'conditions', 'stagnation', 'point']"
562," the law of the wake in the turbulent boundary layer .   after an extensive survey of mean-velocity profile measurements in various two-dimensional incompressible turbulent boundary-layer flows, it is proposed to represent the profile by a linear combination of two universal functions .  one is the well-known law of the wall .  the other, called the law of the wake, is characterized by the profile at a point of separation or reattachment . these functions are considered to be established empirically, by a study of the mean-velocity profile, without reference to any hypothetical mechanism of turbulence .  using the resulting complete analytic representation for the mean-velocity field, the shearing-stress field for several flows is computed from the boundary-layer equations and compared with experimental data .   the development of a turbulent boundary layer is ultimately interpreted in terms of an equivalent wake profile, which supposedly represents the large-eddy structure and is a consequence of the constraint provided by inertia .  this equivalent wake profile is modified by the presence of a wall, at which a further constraint is provided by viscosity .  the wall constraint, although it penetrates the entire boundary layer, is manifested chiefly in the sublayer flow and in the logarithmic profile near the wall .   finally, it is suggested that yawed or three-dimensional flows may be usefully represented by the same two universal functions, considered as vector rather than scalar quantities .  if the wall component is defined to be in the direction of the surface shearing stress, then the wake component, at least in the few cases studied, is found to be very nearly parallel to the gradient of the pressure . ",0,cran,"['law', 'wake', 'turbulent', 'boundary', 'layer', 'extensive', 'survey', 'mean', 'velocity', 'profile', 'measurements', 'various', 'two', 'dimensional', 'incompressible', 'turbulent', 'boundary', 'layer', 'flows', 'proposed', 'represent', 'profile', 'linear', 'combination', 'two', 'universal', 'functions', 'one', 'well', 'known', 'law', 'wall', 'other', 'called', 'law', 'wake', 'characterized', 'profile', 'point', 'separation', 'reatachment', 'functions', 'considered', 'established', 'empirically', 'study', 'mean', 'velocity', 'profile', 'reference', 'hypothetical', 'mechanism', 'turbulence', 'using', 'resulting', 'complete', 'analytic', 'representation', 'mean', 'velocity', 'field', 'shearing', 'stress', 'field', 'several', 'flows', 'computed', 'boundary', 'layer', 'equations', 'compared', 'experimental', 'data', 'development', 'turbulent', 'boundary', 'layer', 'ultimately', 'interpreted', 'terms', 'equivalent', 'wake', 'profile', 'supposedly', 'represents', 'large', 'eddy', 'structure', 'consequence', 'constraint', 'provided', 'inertia', 'equivalent', 'wake', 'profile', 'modified', 'presence', 'wall', 'further', 'constraint', 'provided', 'viscosity', 'wall', 'constraint', 'penetrates', 'entire', 'boundary', 'layer', 'manifested', 'chiefly', 'sublayer', 'flow', 'logarithmic', 'profile', 'wall', 'finally', 'suggested', 'yawed', 'three', 'dimensional', 'flows', 'usefully', 'represented', 'same', 'two', 'universal', 'functions', 'considered', 'vector', 'rather', 'scalar', 'quantities', 'wall', 'component', 'defined', 'direction', 'surface', 'shearing', 'stress', 'wake', 'component', 'least', 'few', 'cases', 'studied', 'found', 'very', 'nearly', 'parallel', 'gradient', 'pressure']"
563," local heat transfer and recovery temperature on a yawed cylinder at a mach number of 4. 15 and high reynolds numbers .   local heat transfer, equilibrium temperatures, and wall static pressures have been measured on a circular cylinder at yaw angles of 0, 10, 20, 40, and 60 .  the reynolds number range of the tests was from 1x10 to 4x10 based on cylinder diameter .   increasing the yaw angle from 0 to 40 increased the stagnation-line heat-transfer coefficients by 100 to 180 percent .  a further increase in yaw angle to heat-transfer coefficients .   at zero yaw angle the boundary layer over the entire front half of the cylinder was laminar but at yaw angles of 40 and 60 it was evidently completely turbulent, including the stagnation line, as determined by comparison of local heat-transfer coefficients with theoretical predictions .  the level of heating rates and the nature of the chordwise distribution of heat transfer indicated that a flow mechanism different from the conventional transitional boundary layer may have existed at the intermediate yaw angles of 10 and 20 .  at all yaw angles the peak heat-transfer coefficient occurred at the stagnation line and the chordwise distribution of heat-transfer coefficient decreased monotonically from this peak .   the average heat-transfer coefficients over the front half of the cylinder are in agreement with previous data for a comparable reynolds number range .   the theoretical heat-transfer distributions for both laminar and turbulent boundary layers are calculated directly from simple quadrature formulas derived in the present report . ",0,cran,"['local', 'heat', 'transfer', 'recovery', 'temperature', 'yawed', 'cylinder', 'mach', 'number', 'high', 'reynolds', 'numbers', 'local', 'heat', 'transfer', 'equilibrium', 'temperatures', 'wall', 'static', 'pressures', 'measured', 'circular', 'cylinder', 'yaw', 'angles', 'reynolds', 'number', 'range', 'tests', 'x', 'x', 'based', 'cylinder', 'diameter', 'increasing', 'yaw', 'angle', 'increased', 'stagnation', 'line', 'heat', 'transfer', 'coefficients', 'percent', 'further', 'increase', 'yaw', 'angle', 'heat', 'transfer', 'coefficients', 'zero', 'yaw', 'boundary', 'layer', 'entire', 'front', 'half', 'cylinder', 'laminar', 'yaw', 'angles', 'evidently', 'completely', 'turbulent', 'including', 'stagnation', 'line', 'determined', 'comparison', 'local', 'heat', 'transfer', 'coefficients', 'theoretical', 'predictions', 'level', 'heating', 'rates', 'nature', 'chordwise', 'distribution', 'heat', 'transfer', 'indicated', 'flow', 'mechanism', 'different', 'conventional', 'transitional', 'boundary', 'layer', 'existed', 'intermediate', 'yaw', 'angles', 'yaw', 'angles', 'peak', 'heat', 'transfer', 'coefficient', 'occurred', 'stagnation', 'line', 'chordwise', 'distribution', 'heat', 'transfer', 'coefficient', 'decreased', 'monotonicaly', 'peak', 'average', 'heat', 'transfer', 'coefficients', 'front', 'half', 'cylinder', 'agreement', 'previous', 'data', 'comparable', 'reynolds', 'number', 'range', 'theoretical', 'heat', 'transfer', 'distributions', 'laminar', 'turbulent', 'boundary', 'layers', 'calculated', 'directly', 'simple', 'quadrature', 'formulas', 'derived', 'present', 'report']"
564," similar solutions for the compressible boundary layer on a yawed cylinder with transpiration cooling .   heat-transfer and skin-friction parameters obtained from exact numerical solutions to the laminar compressible-boundary-layer equations for the infinite cylinder in yaw are presented .  the chordwise flow in the transformed plane is of the falkner-skan type .  solutions are given for chordwise stagnation flow with both a porous and a nonporous wall . the effect of a linear viscosity-temperature relation is compared with the effect of the sutherland viscosity-temperature relation at the stagnation line of the cylinder for a prandtl number of 0.7 .  the effects of pressure gradient, mach number, yaw angle, and wall temperature are investigated for a linear viscosity-temperature relation and a prandtl number of 1.0 with a nonporous wall .   the results indicate that compressibility effects become important at large mach numbers and yaw angles, with larger percentage effects on the skin friction than on the heat transfer .  the use of the two different viscosity relations gives about the same results except when large changes in temperature occur across the boundary layer, as for a highly cooled wall .  the present solutions predict that a larger amount of coolant would be required at a given large mach number and yaw angle than would be predicted from solutions of the corresponding incompressible-boundary-layer equations . ",0,cran,"['similar', 'solutions', 'compressible', 'boundary', 'layer', 'yawed', 'cylinder', 'transpiration', 'cooling', 'heat', 'transfer', 'skin', 'friction', 'parameters', 'obtained', 'exact', 'numerical', 'solutions', 'laminar', 'compressible', 'boundary', 'layer', 'equations', 'infinite', 'cylinder', 'yaw', 'presented', 'chordwise', 'flow', 'transformed', 'plane', 'falkner', 'skan', 'type', 'solutions', 'given', 'chordwise', 'stagnation', 'flow', 'porous', 'nonporous', 'wall', 'effect', 'linear', 'viscosity', 'temperature', 'relation', 'compared', 'effect', 'sutherland', 'viscosity', 'temperature', 'relation', 'stagnation', 'line', 'cylinder', 'prandtl', 'number', 'effects', 'pressure', 'gradient', 'mach', 'number', 'yaw', 'angle', 'wall', 'temperature', 'investigated', 'linear', 'viscosity', 'temperature', 'relation', 'prandtl', 'number', 'nonporous', 'wall', 'results', 'indicate', 'compressibility', 'effects', 'become', 'important', 'large', 'mach', 'numbers', 'yaw', 'angles', 'larger', 'percentage', 'effects', 'skin', 'friction', 'heat', 'transfer', 'use', 'two', 'different', 'viscosity', 'relations', 'gives', 'same', 'results', 'large', 'changes', 'temperature', 'occur', 'boundary', 'layer', 'highly', 'cooled', 'wall', 'present', 'solutions', 'predict', 'larger', 'amount', 'coolant', 'required', 'given', 'large', 'mach', 'number', 'yaw', 'angle', 'predicted', 'solutions', 'corresponding', 'incompressible', 'boundary', 'layer', 'equations']"
565," investigation of local heat transfer and pressure drag characteristics of a yawed circular cylinder at supersonic speeds .   local heat-transfer coefficients, temperature recovery factors, and pressure distributions were measured on a circular cylinder at a nominal mach number of 3.9 over a range of free-stream reynolds numbers from from 0 to 44 .   it was found that yawing the cylinder reduced the local heat-transfer coefficients, the average heat-transfer coefficients, and the pressure drag coefficients over the front side of the cylinder .  for example, at is reduced by 34 percent and the pressure drag by 60 percent .  the amount of reduction may be predicted by a theory presented herein .  local temperature recovery factors were also reduced by yaw, but the amount of reduction is small compared to the reduction in heat-transfer coefficients .   a comparison of these data with other data obtained under widely different conditions of body and stream temperature, mach number, and reynolds number indicates that these factors have little effect upon the dropoff of heat transfer due to yaw . ",0,cran,"['investigation', 'local', 'heat', 'transfer', 'pressure', 'drag', 'characteristics', 'yawed', 'circular', 'cylinder', 'supersonic', 'speeds', 'local', 'heat', 'transfer', 'coefficients', 'temperature', 'recovery', 'factors', 'pressure', 'distributions', 'measured', 'circular', 'cylinder', 'nominal', 'mach', 'number', 'range', 'free', 'stream', 'reynolds', 'numbers', 'found', 'yawing', 'cylinder', 'reduced', 'local', 'heat', 'transfer', 'coefficients', 'average', 'heat', 'transfer', 'coefficients', 'pressure', 'drag', 'coefficients', 'front', 'side', 'cylinder', 'example', 'reduced', 'percent', 'pressure', 'drag', 'percent', 'amount', 'reduction', 'predicted', 'theory', 'presented', 'herein', 'local', 'temperature', 'recovery', 'factors', 'also', 'reduced', 'yaw', 'amount', 'reduction', 'small', 'compared', 'reduction', 'heat', 'transfer', 'coefficients', 'comparison', 'data', 'other', 'data', 'obtained', 'widely', 'different', 'conditions', 'body', 'stream', 'temperature', 'mach', 'number', 'reynolds', 'number', 'indicates', 'factors', 'little', 'effect', 'dropof', 'heat', 'transfer', 'due', 'yaw']"
566," aerodynamic characteristics of a circular cylinder at mach number of 6. 86 and angles of attack up to 90 .   pressure-distribution and force tests of a circular cylinder have been made in the langley 11-inch hypersonic tunnel at a mach number of based on diameter, and angles of attack up to 90 .  the results are compared with the hypersonic approximation of grimminger, williams, and young and with a simple modification of the newtonian flow theory .  the comparison of experimental results shows that either theory gives adequate general aerodynamic characteristics but that the modified newtonian theory gives a more accurate prediction of the pressure distribution . the calculated crossflow drag coefficients plotted as a function of crossflow mach number were found to be in reasonable agreement with similar results obtained from other investigations at lower supersonic mach numbers .  comparison of the results of this investigation with data obtained at a lower mach number indicates that the drag coefficient of a cylinder normal to the flow is relatively constant for mach numbers above about 4 . ",0,cran,"['aerodynamic', 'characteristics', 'circular', 'cylinder', 'mach', 'number', 'angles', 'attack', 'pressure', 'distribution', 'force', 'tests', 'circular', 'cylinder', 'made', 'langley', '-inch', 'hypersonic', 'tunnel', 'mach', 'number', 'based', 'diameter', 'angles', 'attack', 'results', 'compared', 'hypersonic', 'approximation', 'griminger', 'williams', 'young', 'simple', 'modification', 'newtonian', 'flow', 'theory', 'comparison', 'experimental', 'results', 'shows', 'theory', 'gives', 'adequate', 'general', 'aerodynamic', 'characteristics', 'modified', 'newtonian', 'theory', 'gives', 'more', 'accurate', 'prediction', 'pressure', 'distribution', 'calculated', 'crosflow', 'drag', 'coefficients', 'plotted', 'function', 'crosflow', 'mach', 'number', 'found', 'reasonable', 'agreement', 'similar', 'results', 'obtained', 'other', 'investigations', 'lower', 'supersonic', 'mach', 'numbers', 'comparison', 'results', 'investigation', 'data', 'obtained', 'lower', 'mach', 'number', 'indicates', 'drag', 'coefficient', 'cylinder', 'normal', 'flow', 'relatively', 'constant', 'mach', 'numbers']"
567," shock wave effects on the laminar skin friction of an insulated flat plate at hypersonic speeds .   an approximate theory on the phenomena of interaction between the shock wave and the laminar boundary layer on an insulated flat plate at hypersonic speeds has been formulated . results on the rate of growth of the boundary-layer thickness and the rate of decay of the shock-wave strength have been found that hold for .  a new set of formulas for the average skin-friction coefficient, over an insulated flat plate at hypersonic speeds has been obtained .  calculations on the basis of the new formulas yield the data shown in figs. steady decrease in as increases, the present results indicate that may increase with at hypersonic mach numbers . ",0,cran,"['shock', 'wave', 'effects', 'laminar', 'skin', 'friction', 'insulated', 'flat', 'plate', 'hypersonic', 'speeds', 'approximate', 'theory', 'phenomena', 'interaction', 'shock', 'wave', 'laminar', 'boundary', 'layer', 'insulated', 'flat', 'plate', 'hypersonic', 'speeds', 'formulated', 'results', 'rate', 'growth', 'boundary', 'layer', 'thickness', 'rate', 'decay', 'shock', 'wave', 'strength', 'found', 'hold', 'new', 'set', 'formulas', 'average', 'skin', 'friction', 'coefficient', 'insulated', 'flat', 'plate', 'hypersonic', 'speeds', 'obtained', 'calculations', 'basis', 'new', 'formulas', 'yield', 'data', 'shown', 'figs', 'steady', 'decrease', 'increases', 'present', 'results', 'indicate', 'increase', 'hypersonic', 'mach', 'numbers']"
568," an experimental investigation of leading edge shock wave boundary layer interaction at mach 5.8 . the boundary layer on a slender body tends to be very thick at hypersonic speeds . it interacts with the external flow by producing larger flow deflections near the leading edge than those due to the body alone flow around the boundary layer gives rise to an induced pressure with a negative gradient which thins the boundary layer and increases the skin friction with respect to the zero pressure gradient value . experiments on a flat plate with a sharp leading edge have been performed in the galcit 5-dash by 5-dash in. mach 5.8 hypersonic wind tunnel . the induced pressure was measured by means of orifices in the plate surface . profiles of mach number, velocity, mass flow, pressure, and momentum deficiency were calculated from impact pressure surveys normal to the plate surface made at various distances from the leading edge . the results are as follows . /1/ the induced pressures are 25 per cent higher than the weak interaction theory . /2/ the boundary layer and the  external flow are distinctly separate for as low as 6,000 . /3/ the shock wave location is in good agreement with that predicted by the friedrichs theory for a body shape equivalent to the observed boundary-layer displacement thickness . /4/ expansion waves reflected from the shock are weak . /5/ the average skin-friction coefficient tends toward and nearly matches the zero pressure gradient value downstream, but increases to approximately twice that value as the leading edge is approached . ",0,cran,"['experimental', 'investigation', 'leading', 'edge', 'shock', 'wave', 'boundary', 'layer', 'interaction', 'mach', 'boundary', 'layer', 'slender', 'body', 'tends', 'very', 'thick', 'hypersonic', 'speeds', 'interacts', 'external', 'flow', 'producing', 'larger', 'flow', 'deflections', 'leading', 'edge', 'due', 'body', 'alone', 'flow', 'boundary', 'layer', 'gives', 'rise', 'induced', 'pressure', 'negative', 'gradient', 'thins', 'boundary', 'layer', 'increases', 'skin', 'friction', 'respect', 'zero', 'pressure', 'gradient', 'value', 'experiments', 'flat', 'plate', 'sharp', 'leading', 'edge', 'performed', 'galcit', '-dash', '-dash', 'mach', 'hypersonic', 'wind', 'tunnel', 'induced', 'pressure', 'measured', 'means', 'orifices', 'plate', 'surface', 'profiles', 'mach', 'number', 'velocity', 'mass', 'flow', 'pressure', 'momentum', 'deficiency', 'calculated', 'impact', 'pressure', 'surveys', 'normal', 'plate', 'surface', 'made', 'various', 'distances', 'leading', 'edge', 'results', 'follows', 'induced', 'pressures', 'cent', 'higher', 'weak', 'interaction', 'boundary', 'layer', 'external', 'flow', 'distinctly', 'separate', 'low', 'shock', 'wave', 'location', 'good', 'agreement', 'predicted', 'friedrichs', 'theory', 'body', 'shape', 'equivalent', 'observed', 'boundary', 'layer', 'displacement', 'thickness', 'expansion', 'waves', 'reflected', 'shock', 'weak', 'average', 'skin', 'friction', 'coefficient', 'tends', 'nearly', 'matches', 'zero', 'pressure', 'gradient', 'value', 'downstream', 'increases', 'approximately', 'twice', 'value', 'leading', 'edge', 'approached']"
569," on the boundary layer equations in hypersonic flow and their approximate solutions .   analytical solutions of the prandtl boundary-layer equations are obtained for the problem of the /strong/ interaction between the leading-edge shock and the viscous layer over a flat plate at hypersonic velocities .  as the mach number increases and the interaction region spreads downstream over the plate, the local skin-friction coefficient increases rapidly over its conventional value .  the local heat-transfer coefficient at first remains practically unaffected but then also begins to increase with mach number . ",0,cran,"['boundary', 'layer', 'equations', 'hypersonic', 'flow', 'approximate', 'solutions', 'analytical', 'solutions', 'prandtl', 'boundary', 'layer', 'equations', 'obtained', 'problem', '/strong/', 'interaction', 'leading', 'edge', 'shock', 'viscous', 'layer', 'flat', 'plate', 'hypersonic', 'velocities', 'mach', 'number', 'increases', 'interaction', 'region', 'spreads', 'downstream', 'plate', 'local', 'skin', 'friction', 'coefficient', 'increases', 'rapidly', 'conventional', 'value', 'local', 'heat', 'transfer', 'coefficient', 'first', 'remains', 'practically', 'unaffected', 'also', 'begins', 'increase', 'mach', 'number']"
